work_order_id,correlation_id,title,phase,source_status,status,repo_path,depends_on,blocks,companion_gate_ref,source_context,deterministic,allows_network,allows_dependency_install,allows_dependency_changes,proof_required,proof_uri,human_approval_required,verification_command,completion_gate,rollback_plan,intent_lock
TASK-CDB045,CDB045,Add unsafe capture tests,tests,complete,review,src/nu_plugin,TASK-CDB033;TASK-CDB034;TASK-CDB041,TASK-CDB046,GATE-CDB045,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L218-L235,L365"",""evidence_paths"":[""src/nu_plugin/logs/CDB045-unsafe-tests.log"",""src/nu_plugin/test outputs""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":null,""owner_surface"":""tests"",""prd_sections"":""15.2,19"",""raw_log_paths"":[""src/nu_plugin/logs/CDB045-unsafe-tests.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""ungated unsafe execution"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#10-fixtures-no-mutation-no-leak-deterministic-scan-release-proof""}",true,false,false,false,true,,true,unsafe capture gate tests pass,unsafe behavior gated,Remove only the LifeOS review handoff for TASK-CDB045 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:c0b26d96dc026f1442f68c8e21ab40f986bab87548e2508290a464f1643f5c01"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB046,CDB046,Run full local validation,release,complete,review,src/nu_plugin,TASK-CDB042;TASK-CDB043;TASK-CDB044;TASK-CDB045,TASK-CDB047,GATE-CDB046,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L218-L235,L365"",""evidence_paths"":[""src/nu_plugin/logs/CDB046-validation.log""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":""Current fmt, deny-warnings clippy, workspace tests, live PostgreSQL parity, Nu/Python suites, task structure, and all doctor scopes pass or report explicit degradation."",""owner_surface"":""runner"",""prd_sections"":""19"",""raw_log_paths"":[""src/nu_plugin/logs/CDB046-validation.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""release without logs"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#10-fixtures-no-mutation-no-leak-deterministic-scan-release-proof""}",true,false,false,false,true,,true,fmt/clippy/test/doctor pass,local validation passed,Remove only the LifeOS review handoff for TASK-CDB046 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:a4a781075c8d9274313b03ff573f51cc4f8550a3ec5124fe939f7b330aa431d7"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB047,CDB047,Generate release manifest,release,complete,review,src/nu_plugin,TASK-CDB046,TASK-CDB048,GATE-CDB047,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L218-L235,L365"",""evidence_paths"":[""src/nu_plugin/logs/CDB047-manifest.log"",""src/nu_plugin/manifests/CHECKSUMS.sha256"",""src/nu_plugin/manifests/PACK_MANIFEST.json"",""src/nu_plugin/manifests/PACKAGE_VALIDATION.json""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":""Truth-surface tests and deterministic checksum/source validation are the direct manifest gate."",""owner_surface"":""runner"",""prd_sections"":""19,21"",""raw_log_paths"":[""src/nu_plugin/logs/CDB047-manifest.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""untracked raw secrets"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#10-fixtures-no-mutation-no-leak-deterministic-scan-release-proof""}",true,false,false,false,true,,true,manifest checksums match,release evidence captured,Remove only the LifeOS review handoff for TASK-CDB047 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:0f6ad374dfdb2947fc8ce7629ce49c8d02f06fb15b2d2761067db42f061e80db"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB048,CDB048,Prepare handoff and backlog,release,complete,review,src/nu_plugin,TASK-CDB047,,GATE-CDB048,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L218-L235,L365"",""evidence_paths"":[""src/nu_plugin/logs/CDB048-handoff.log"",""src/nu_plugin/handoff docs""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":null,""owner_surface"":""docs"",""prd_sections"":""20,21"",""raw_log_paths"":[""src/nu_plugin/logs/CDB048-handoff.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""forgetting gaps"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#10-fixtures-no-mutation-no-leak-deterministic-scan-release-proof""}",true,false,false,false,true,,true,capture gaps and MVP2 listed,handoff ready,Remove only the LifeOS review handoff for TASK-CDB048 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:359a1988bc9ae69caa6e621149fb01664e24b22bd5bf6a49bc3fdf98b4c0f72a"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB049,CDB049,Inspect Yazelix Nushell runtime bridge,yazelix-nu,complete,review,src/nu_plugin,TASK-CDB038,TASK-CDB050;TASK-CDB058,GATE-CDB049,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L260-L266,L300-L365"",""evidence_paths"":[""src/nu_plugin/cross-reference report"",""src/nu_plugin/YAZELIX_NUSHELL_RUNTIME.md""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/YAZELIX_NUSHELL_RUNTIME.md""],""notes"":""No tracked Yazelix config edits."",""owner_surface"":""docs;research"",""prd_sections"":""24"",""raw_log_paths"":[""src/nu_plugin/logs/CDB049-yazelix-nu-bridge.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""runtime mutation"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#8-yazelix-runtime-initializer-integration""}",true,false,false,false,true,,true,report cites runtime nu/config/initializer boundaries,Yazelix/Nu bridge understood,Remove only the LifeOS review handoff for TASK-CDB049 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:62e28da533bf2443186b911321b329ce4831ebaf5490515d6ae2bf62e42e4d22"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB050,CDB050,Package nu_plugin_codedb as runtime tool,packaging,complete,review,src/nu_plugin,TASK-CDB049;TASK-CDB030,TASK-CDB051;TASK-CDB054;TASK-CDB061,GATE-CDB050,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L260-L266,L300-L365"",""evidence_paths"":[""src/nu_plugin/runtime package metadata"",""src/nu_plugin/plugin/CLI smoke output""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/CODEDB_YAZELIX_RUNTIME_TOOL.md""],""notes"":""Current Nix runtime-tool smoke, contract tests, wrapped Bubblewrap path, version frontdoor, and executable plugin frontdoor pass without profile mutation."",""owner_surface"":""nix;packaging"",""prd_sections"":""24.1,24.2"",""raw_log_paths"":[""src/nu_plugin/logs/CDB050-runtime-tool.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""global install only"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#6-nushell-plugin-and-cli-outputs""}",true,false,false,false,true,,true,runtime tool metadata and `codedb --version` smoke pass,plugin/CLI packaged,Remove only the LifeOS review handoff for TASK-CDB050 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:5621b61c5b165f5c40552ef3de3129eca8270569e4cce613faf6efd3f80d2bb4"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB051,CDB051,Validate host Nu vs Yazelix runtime Nu protocol,compat,complete,review,src/nu_plugin,TASK-CDB050,TASK-CDB052;TASK-CDB053,GATE-CDB051,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L260-L266,L300-L365"",""evidence_paths"":[""src/nu_plugin/doctor output"",""src/nu_plugin/protocol status row""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/NUSHELL_PLUGIN_COMPAT.md""],""notes"":""Fail-degraded, not silent success."",""owner_surface"":""doctor;tests"",""prd_sections"":""24.5"",""raw_log_paths"":[""src/nu_plugin/logs/CDB051-nu-protocol.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""assuming protocol equality"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#6-nushell-plugin-and-cli-outputs""}",true,false,false,false,true,,true,doctor reports protocol/runtime status and mismatch degrades explicitly,Nu compatibility gate exists,Remove only the LifeOS review handoff for TASK-CDB051 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:72a50eebf63028af999fc73f4975e84ebf3965828795b60e9eb8f239c28ff131"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB052,CDB052,Implement transient nu --plugins smoke test,nu-plugin,complete,review,src/nu_plugin,TASK-CDB051,TASK-CDB054;TASK-CDB060,GATE-CDB052,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L260-L266,L300-L365"",""evidence_paths"":[""src/nu_plugin/test log"",""src/nu_plugin/Nu output""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":""No real HOME mutation."",""owner_surface"":""tests"",""prd_sections"":""24.5"",""raw_log_paths"":[""src/nu_plugin/logs/CDB052-transient-plugin.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""mutating plugin registry"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#6-nushell-plugin-and-cli-outputs""}",true,false,false,false,true,,true,transient plugin command returns table-shaped output,transient plugin load proven,Remove only the LifeOS review handoff for TASK-CDB052 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:5f112479551c93575aece08b0d8f2cbb3a0e34e1031cd791bdf9110f164ea824"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB053,CDB053,Implement temp-HOME plugin registry smoke test,nu-plugin,complete,review,src/nu_plugin,TASK-CDB051,TASK-CDB057,GATE-CDB053,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L260-L266,L300-L365"",""evidence_paths"":[""src/nu_plugin/temp HOME artifact"",""src/nu_plugin/test log""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""notes"":""Remove temp dir or record retention path."",""owner_surface"":""tests"",""prd_sections"":""24.5"",""raw_log_paths"":[""src/nu_plugin/logs/CDB053-plugin-registry.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""using real HOME"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#6-nushell-plugin-and-cli-outputs""}",true,false,false,false,true,,true,registry test passes in isolated HOME and leaves real HOME unchanged,registry path proven safely,Remove only the LifeOS review handoff for TASK-CDB053 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:9efd38a37bd44b20c11cb207b335d52af0e5f2a7569788644f04cdc5e2309567"",""schema"":""lifeos.intent-lock.v1""}"
TASK-CDB054,CDB054,Generate CodeDB extern/init bridge artifact,yazelix-init,complete,review,src/nu_plugin,TASK-CDB050;TASK-CDB052,TASK-CDB055;TASK-CDB056;TASK-CDB059,GATE-CDB054,"{""acceptance_refs"":[""src/nu_plugin/ACCEPTANCE.md""],""checklist_ref"":""nu_plugin_codedb_execution_package_checklist.md:L260-L266,L300-L365"",""evidence_paths"":[""src/nu_plugin/generated init/extern checksums""],""family"":""core"",""first_run_refs"":[""src/nu_plugin/FIRST_RUN_PROMPT.md""],""gitkb_slug"":null,""goal_ref"":""GOAL.md"",""governing_docs"":[""src/nu_plugin/CODEDB_START_HERE.md"",""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/NAVIGATION.md"",""src/nu_plugin/DOC_GRAPH.md"",""src/nu_plugin/DRIFT_GUARD.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/GOAL.md"",""src/nu_plugin/SUBGOALS.md"",""src/nu_plugin/ACCEPTANCE.md"",""src/nu_plugin/FIRST_RUN_PROMPT.md"",""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md"",""src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md"",""src/nu_plugin/execution/TASK_GRAPH.csv"",""src/nu_plugin/docs/CODEDB_YAZELIX_INIT_CONTRACT.md""],""notes"":""Generated state only."",""owner_surface"":""code;generated-state"",""prd_sections"":""24.1,24.3"",""raw_log_paths"":[""src/nu_plugin/logs/CDB054-init-bridge.log""],""safety_constraints"":[],""source_files"":[""src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md"",""src/nu_plugin/execution/TASK_GRAPH.csv""],""source_truth"":""src/nu_plugin/execution/TASK_GRAPH.csv"",""stop_condition"":""editing tracked config.nu"",""stop_condition_refs"":[""src/nu_plugin/READINESS_GATE.md"",""src/nu_plugin/STOP_CONDITIONS.md"",""src/nu_plugin/DRIFT_GUARD.md""],""subgoal_ref"":""SUBGOALS.md#8-yazelix-runtime-initializer-integration""}",true,false,false,false,true,,true,generated initializer has provenance/checksum and does not edit tracked config.nu,init bridge generated,Remove only the LifeOS review handoff for TASK-CDB054 and regenerate from the pinned c84740532ded2a27ee283ea7a3a5f303eaeb61a7 snapshot; never mutate src/nu_plugin from this import record.,"{""algorithm"":""BLAKE3-256"",""canonicalization"":""sorted-key-json-utf8-v1"",""digest"":""blake3:58c6765584b6d960cf4cb69ea1393fc0367a678c2dedba46f84da30401a580e7"",""schema"":""lifeos.intent-lock.v1""}"
