occurrence_id,source_scope,source_path,line,column,keyword,classification,capability_ids,work_order_refs,reference_refs,classification_reason,source_text
LANG-0183,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,102,554,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-ARCH16,REQ-061,Provide GUI-consumable engine view models and keep GUI behavior on shared APIs,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 13,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-arch16-stdout;stderr:req-061-arch16-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0184,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,103,582,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-ARCH17,REQ-061,Add all ten required fixtures for roots TOML hooks process locks nesting symbols refusal and atomic backup,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 14,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-arch17-stdout;stderr:req-061-arch17-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0185,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,104,691,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-ARCH18,REQ-061,Update README roadmap DB automation and CLI examples for Meta and LifeOS multi-root identity,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 15,external:../envctl/README.md;external:../envctl/docs/ROADMAP.md;external:../envctl/docs/DB-AUTOMATION.md,external:../envctl/crates/cli/tests/db_docs_contract.rs,cargo test --manifest-path ../envctl/Cargo.toml -p envctl --test db_docs_contract,stdout:req-061-arch18-stdout;stderr:req-061-arch18-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0186,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,105,626,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-ARCH19,REQ-061,Run all issue verification commands plus shape no-C and cargo-audit gates when present,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 16,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo fmt --manifest-path ../envctl/Cargo.toml --all --check && cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-arch19-stdout;stderr:req-061-arch19-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0187,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,106,705,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-CMD01,REQ-061,Expose envctl db scan with repo-root targeting and JSON,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db scan,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,tmpdir=$(mktemp -d); trap 'rm -rf ""$tmpdir""' EXIT; mkdir ""$tmpdir/envctl""; git -C ../envctl archive HEAD | tar -x -C ""$tmpdir/envctl""; cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ""$tmpdir/envctl"" scan --json,stdout:req-061-cmd01-stdout;stderr:req-061-cmd01-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0188,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,107,531,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-CMD02,REQ-061,Expose envctl db roots with multi-root JSON,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db roots,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db roots --json,stdout:req-061-cmd02-stdout;stderr:req-061-cmd02-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0189,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,108,576,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-CMD03,REQ-061,Expose envctl db query with deterministic presets filters and explain,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db query,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db query --preset root-meta --json,stdout:req-061-cmd03-stdout;stderr:req-061-cmd03-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0190,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,109,579,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-CMD04,REQ-061,Expose envctl db symbols with kind name language and JSON filters,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db symbols,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ../envctl symbols --json,stdout:req-061-cmd04-stdout;stderr:req-061-cmd04-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0191,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,110,561,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-CMD05,REQ-061,Expose envctl db impact for symbol reference mapping,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db impact,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db impact --symbol META_ROOT --json,stdout:req-061-cmd05-stdout;stderr:req-061-cmd05-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0192,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,111,733,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-CMD06,REQ-061,Expose root-alias refactor planning render-out and guarded apply semantics,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db refactor root-alias,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,tmpdir=$(mktemp -d); trap 'rm -rf ""$tmpdir""' EXIT; cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ../envctl refactor --from META_ROOT --to LIFE_OS_ROOT --render-out ""$tmpdir/envctl-lifeos-refactor"" --json,stdout:req-061-cmd06-stdout;stderr:req-061-cmd06-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0193,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,112,668,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-CMD07,REQ-061,Expose hook deploy planning and approved apply with target-root safety,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db deploy hooks,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,tmpdir=$(mktemp -d); trap 'rm -rf ""$tmpdir""' EXIT; cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db deploy --kind hooks --target ""$tmpdir/lifeos-deploy-test"" --json,stdout:req-061-cmd07-stdout;stderr:req-061-cmd07-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0194,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,113,536,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-CMD08,REQ-061,Expose roots widget as stable JSON,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db widget roots,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db widget roots --json,stdout:req-061-cmd08-stdout;stderr:req-061-cmd08-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0195,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,114,567,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-CMD09,REQ-061,Expose symbol reference widget as stable JSON,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db widget refs,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ../envctl widget refs --json,stdout:req-061-cmd09-stdout;stderr:req-061-cmd09-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0196,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,115,535,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-CMD10,REQ-061,Expose hook widget as stable JSON,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db widget hooks,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db widget hooks --json,stdout:req-061-cmd10-stdout;stderr:req-061-cmd10-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0197,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,116,850,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-CMD11,REQ-061,Expose watch or equivalent tested incremental invalidation without making core depend on it,https://github.com/FlexNetOS/envctl/issues/414,Minimum CLI command db watch,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,tmpdir=$(mktemp -d); trap 'rm -rf ""$tmpdir""' EXIT; mkdir ""$tmpdir/envctl""; git -C ../envctl archive HEAD | tar -x -C ""$tmpdir/envctl""; cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ""$tmpdir/envctl"" scan --json && cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ""$tmpdir/envctl"" watch --json,stdout:req-061-cmd11-stdout;stderr:req-061-cmd11-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0198,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,117,721,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-AC01,REQ-061,Index current repository and control-plane files into stable DB or catalog rows,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 1,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,tmpdir=$(mktemp -d); trap 'rm -rf ""$tmpdir""' EXIT; mkdir ""$tmpdir/envctl""; git -C ../envctl archive HEAD | tar -x -C ""$tmpdir/envctl""; cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ""$tmpdir/envctl"" scan --json,stdout:req-061-ac01-stdout;stderr:req-061-ac01-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0199,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,118,549,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-AC02,REQ-061,Query META_ROOT references and root aliases in JSON,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 2,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db query --preset root-meta --json,stdout:req-061-ac02-stdout;stderr:req-061-ac02-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0200,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,119,553,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-AC03,REQ-061,Distinguish current root references from LifeOS release target projections,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 3,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db roots --json,stdout:req-061-ac03-stdout;stderr:req-061-ac03-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0201,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,120,609,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-AC04,REQ-061,Produce a safe root-alias refactor plan from META_ROOT to LIFE_OS_ROOT,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 4,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ../envctl refactor --from META_ROOT --to LIFE_OS_ROOT --json,stdout:req-061-ac04-stdout;stderr:req-061-ac04-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0202,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,121,696,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-AC05,REQ-061,Render the refactor plan out of repo without mutating source,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 5,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,tmpdir=$(mktemp -d); trap 'rm -rf ""$tmpdir""' EXIT; cargo run --manifest-path ../envctl/Cargo.toml -p envctl -- db --repo-root ../envctl refactor --from META_ROOT --to LIFE_OS_ROOT --render-out ""$tmpdir/envctl-lifeos-refactor"" --json,stdout:req-061-ac05-stdout;stderr:req-061-ac05-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0203,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,122,562,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-AC06,REQ-061,Implement and test guarded apply for owned files or machine-readable refusal when unsafe,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 6,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-ac06-stdout;stderr:req-061-ac06-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0204,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,123,541,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-AC07,REQ-061,Discover scattered Codex hooks and wrappers by filename and content,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 7,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-ac07-stdout;stderr:req-061-ac07-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0205,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,124,559,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-AC08,REQ-061,Plan hook deployment by target root and refuse clobber or running-process disturbance,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 8,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-ac08-stdout;stderr:req-061-ac08-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0206,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,125,548,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-AC09,REQ-061,Wire agent CLI tools as managed components with detect install and verify paths,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 9,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-ac09-stdout;stderr:req-061-ac09-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0207,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,126,516,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-AC10,REQ-061,Provide agent widgets at least as stable JSON commands,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 10,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl,stdout:req-061-ac10-stdout;stderr:req-061-ac10-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0208,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,127,525,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-AC11,REQ-061,Remove Meta-only product identity from README docs and CLI help,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 11,../envctl/crates/cli/**,../envctl/crates/cli/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl,stdout:req-061-ac11-stdout;stderr:req-061-ac11-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0209,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,128,508,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-AC12,REQ-061,Build all new code and pass real tests,https://github.com/FlexNetOS/envctl/issues/414,Acceptance criterion 12,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-ac12-stdout;stderr:req-061-ac12-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0210,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,129,547,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-MISS01,REQ-061,Treat root aliasing as semantic migration rather than text replacement,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 1,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-miss01-stdout;stderr:req-061-miss01-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0211,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,130,551,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-MISS02,REQ-061,Keep META_ROOT as current state while release projections use LIFE_OS_ROOT,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 2,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-miss02-stdout;stderr:req-061-miss02-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0212,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,131,545,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-MISS03,REQ-061,Carry target profile through rows plans render output and deployment,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 3,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-miss03-stdout;stderr:req-061-miss03-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0213,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,132,543,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-MISS04,REQ-061,Store provenance and mutable policy per file symbol and occurrence,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 4,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-miss04-stdout;stderr:req-061-miss04-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0214,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,133,548,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-MISS05,REQ-061,Refuse prose comment and test edits unless classification proves safety,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 5,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-miss05-stdout;stderr:req-061-miss05-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0215,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,134,535,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-MISS06,REQ-061,Preserve TOML formatting comments and order with toml_edit,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 6,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-miss06-stdout;stderr:req-061-miss06-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0216,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,135,536,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-MISS07,REQ-061,Use atomic write and rollback primitives for every mutation,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 7,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-miss07-stdout;stderr:req-061-miss07-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
LANG-0217,task-tables,raw/REQUIREMENT_PROOF_LEDGER.csv,136,534,must,mandatory_capability,,,,"The source uses explicit must wording, so the clause is already mandatory and cannot be downgraded to optional.","REQ-061-MISS08,REQ-061,Detect running processes before hook or wrapper promotion,https://github.com/FlexNetOS/envctl/issues/414,Easy-to-miss item 8,../envctl/crates/engine/**,../envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-miss08-stdout;stderr:req-061-miss08-stderr,,verified,complete,""Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout."""
