gate_id,work_order_id,correlation_id,must_read,may_update,must_update_on_change,validation_gates,safety_constraints,local_status,source
GATE-CDB020,TASK-CDB020,CDB020,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/logs/CDB020-cargo-sources.log,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,registry/git/path facts captured,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":22,""path"":""execution/TASK_FILE_MAP.csv"",""record"":21,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB021,TASK-CDB021,CDB021,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/logs/CDB021-context.log,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,context rows deterministic,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":23,""path"":""execution/TASK_FILE_MAP.csv"",""record"":22,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB022,TASK-CDB022,CDB022,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/logs/CDB022-rust-items.log,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,simple item fixture passes,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":24,""path"":""execution/TASK_FILE_MAP.csv"",""record"":23,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB023,TASK-CDB023,CDB023,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/logs/CDB023-macros.log,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,macro fixture passes with gaps where needed,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":25,""path"":""execution/TASK_FILE_MAP.csv"",""record"":24,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB024,TASK-CDB024,CDB024,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/logs/CDB024-proc-macro.log,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,proc macro fixture emits static rows/gaps,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":26,""path"":""execution/TASK_FILE_MAP.csv"",""record"":25,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB025,TASK-CDB025,CDB025,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/logs/CDB025-build-static.log,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,build script fixture emits static rows/gaps,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":27,""path"":""execution/TASK_FILE_MAP.csv"",""record"":26,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB026,TASK-CDB026,CDB026,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/logs/CDB026-include.log,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,include fixture passes,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":28,""path"":""execution/TASK_FILE_MAP.csv"",""record"":27,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB027,TASK-CDB027,CDB027,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/logs/CDB027-native.log,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,native fixture emits rows/gaps,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":29,""path"":""execution/TASK_FILE_MAP.csv"",""record"":28,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB028,TASK-CDB028,CDB028,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/logs/CDB028-no-mutation.log,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,clean/dirty git fixtures pass,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":30,""path"":""execution/TASK_FILE_MAP.csv"",""record"":29,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB029,TASK-CDB029,CDB029,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/crates/codedb/Cargo.toml;src/nu_plugin/crates/codedb/src/main.rs;src/nu_plugin/crates/codedb/tests/relative_repo_path.rs,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,JSON/NUON/CSV outputs validate,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":31,""path"":""execution/TASK_FILE_MAP.csv"",""record"":30,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB030,TASK-CDB030,CDB030,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/crates/nu_plugin_codedb/Cargo.toml;src/nu_plugin/crates/nu_plugin_codedb/src/main.rs,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,Nu command smoke passes,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":32,""path"":""execution/TASK_FILE_MAP.csv"",""record"":31,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB031,TASK-CDB031,CDB031,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/crates/codedb/Cargo.toml;src/nu_plugin/crates/codedb/src/main.rs;src/nu_plugin/crates/codedb/tests/relative_repo_path.rs,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,doctor reports Nu/Yazelix/Codex status,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":33,""path"":""execution/TASK_FILE_MAP.csv"",""record"":32,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB032,TASK-CDB032,CDB032,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/logs/CDB032-mcp.log,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,MCP page/limit/source guard tests pass,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":34,""path"":""execution/TASK_FILE_MAP.csv"",""record"":33,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB033,TASK-CDB033,CDB033,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/logs/CDB033-unsafe-gate.log,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,refuses without unsafe flag,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":35,""path"":""execution/TASK_FILE_MAP.csv"",""record"":34,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB034,TASK-CDB034,CDB034,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/logs/CDB034-build-capture.log,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,approved fixture captures logs or gaps,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":36,""path"":""execution/TASK_FILE_MAP.csv"",""record"":35,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB035,TASK-CDB035,CDB035,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/crates/codedb/Cargo.toml;src/nu_plugin/crates/codedb/src/main.rs;src/nu_plugin/crates/codedb/tests/relative_repo_path.rs;src/nu_plugin/docs/ENVCTL_EXPORT_CONTRACT.md,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,envctl export validates,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":37,""path"":""execution/TASK_FILE_MAP.csv"",""record"":36,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB036,TASK-CDB036,CDB036,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/docs/META_INTEGRATION.md,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,meta selected repo scan works,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":38,""path"":""execution/TASK_FILE_MAP.csv"",""record"":37,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB037,TASK-CDB037,CDB037,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/docs/CODEX_BRIDGE.md;src/nu_plugin/examples/codex/codedb_bounded_smoke_report.json;src/nu_plugin/examples/codex/codedb_mcp_config.json,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,manual config lint passes,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":39,""path"":""execution/TASK_FILE_MAP.csv"",""record"":38,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB038,TASK-CDB038,CDB038,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/docs/YAZELIX_PLACEMENT.md,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,host/runtime Nu distinction documented,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":40,""path"":""execution/TASK_FILE_MAP.csv"",""record"":39,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB039,TASK-CDB039,CDB039,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/crates/codedb/Cargo.toml;src/nu_plugin/crates/codedb/src/main.rs;src/nu_plugin/crates/codedb/tests/relative_repo_path.rs;src/nu_plugin/docs/RELEASE_GATE.md,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,runner-readable proof manifest exists,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":41,""path"":""execution/TASK_FILE_MAP.csv"",""record"":40,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
GATE-CDB040,TASK-CDB040,CDB040,src/nu_plugin/CODEDB_START_HERE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/NAVIGATION.md;src/nu_plugin/prd/nu_plugin_codedb_v1_1_full_prd.md;src/nu_plugin/nu_plugin_codedb_execution_package_checklist.md;src/nu_plugin/execution/TASK_GRAPH.csv;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/DRIFT_GUARD.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/GOAL.md;src/nu_plugin/SUBGOALS.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/FIRST_RUN_PROMPT.md;src/nu_plugin/nu_plugin_codedb_remaining_execution_checklist.md,src/nu_plugin/docs/INTEGRATION_CONTRACTS.md;src/nu_plugin/scripts/validate_integration_contracts.py;src/nu_plugin/tests/test_integration_contracts.py;src/nu_plugin/logs/CDB040-tooling.log,src/nu_plugin/execution/COMMAND_LEDGER.csv;src/nu_plugin/execution/WORKLOG.md;src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256,facts/export boundaries clear,,review,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":42,""path"":""execution/TASK_FILE_MAP.csv"",""record"":41,""sha256"":""4a2424c6a7c9e4841140310664f1bcc213f12e2af7330a3309333ccbb105a575""}"
