record_id,requirement_id,parent_id,correlation_id,work_order_id,requirement,authoritative_source,source_reference,implementation_paths,test_paths,verification_command,proof_artifacts,proof_head_sha,evidence_status,source_status,local_status,notes,executable,source
REQUIREMENT-058,CDB083,CDB083,CDB083,TASK-CDB083,Prove MCP raw source and blob reads remain bounded and denied,src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB083,src/nu_plugin/crates/codedb_mcp/src/lib.rs;src/nu_plugin/crates/codedb/src/main.rs,src/nu_plugin/crates/codedb_mcp/src/lib.rs;src/nu_plugin/tests/test_security_no_leak.nu,cargo test -p codedb-mcp && nu --no-config-file tests/test_security_no_leak.nu,stdout:cdb083-stdout;stderr:cdb083-stderr,,verified,complete,review,MCP unit and live Nu protocol tests prove bounded raw-source/blob denial without sentinel leakage.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":59,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":58,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-059,CDB084,CDB084,CDB084,TASK-CDB084,Prove deterministic identity and truthful instability classification,src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB084,src/nu_plugin/crates/codedb_rust_static/src/lib.rs;src/nu_plugin/crates/codedb_core/src/lib.rs,src/nu_plugin/crates/codedb_rust_static/**,cargo test -p codedb-rust-static -p codedb-core,stdout:cdb084-stdout;stderr:cdb084-stderr,,verified,complete,review,Repeat scans preserve named and anonymous identities while source shifts remain truthfully classified.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":60,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":59,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-060,CDB085,CDB085,CDB085,TASK-CDB085,Prove HIR MIR semantic equivalence and rustdoc public-API equivalence,src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB085,src/nu_plugin/crates/codedb_rust_static/src/lib.rs;src/nu_plugin/crates/codedb/src/main.rs,src/nu_plugin/crates/codedb/tests/compiler_capture_cli.rs;src/nu_plugin/crates/codedb_rust_static/src/lib.rs,cargo test -p codedb --test compiler_capture_cli && cargo test -p codedb-rust-static,stdout:cdb085-stdout;stderr:cdb085-stderr;file:cdb085-macro-mir:repository:logs/compiler-observed/macro_rules/mir.txt;file:cdb085-macro-rustdoc:repository:logs/compiler-observed/macro_rules/rustdoc_public_api.json,,verified,complete,review,Pinned HIR/MIR/rustdoc artifacts are repeatable; private drift changes semantic only and public signature drift changes public API.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":61,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":60,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-061,CDB086,CDB086,CDB086,TASK-CDB086,Prove backend-neutral migration and unknown-schema refusal,src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB086,src/nu_plugin/crates/codedb_store_redb/src/lib.rs;src/nu_plugin/crates/codedb_store_pg/src/lib.rs,src/nu_plugin/crates/codedb_store_redb/src/lib.rs;src/nu_plugin/crates/codedb_store_pg/tests/blobstore_parity.rs,cargo test -p codedb-store-redb -p codedb-store-pg --features codedb-store-pg/pg-integration,stdout:cdb086-stdout;stderr:cdb086-stderr;file:cdb086-live-pg-receipt:repository:logs/receipts/cdb086-live-pg-stdout.log,,verified,complete,review,redb and disposable live PostgreSQL migration/rollback/unknown-schema parity passed all 13 PostgreSQL integration cases.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":62,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":61,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-062,CDB087,CDB087,CDB087,TASK-CDB087,Prove stale source plans conflict and cannot apply silently,src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB087,src/nu_plugin/crates/codedb_core/src/lib.rs;src/nu_plugin/crates/codedb/src/main.rs,src/nu_plugin/crates/codedb_core/**,cargo test -p codedb-core -p codedb,stdout:cdb087-stdout;stderr:cdb087-stderr,,verified,complete,review,Direct current-tree tests prove stale source-plan conflicts fail closed.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":63,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":62,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-063,CDB088,CDB088,CDB088,TASK-CDB088,Prove failed materialization and apply recovery rollback or quarantine,src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB088,src/nu_plugin/crates/codedb/src/main.rs;src/nu_plugin/crates/codedb_core/src/lib.rs,src/nu_plugin/crates/codedb_core/**,cargo test -p codedb-core -p codedb,stdout:cdb088-stdout;stderr:cdb088-stderr,,verified,complete,review,Direct current-tree tests prove failed apply recovery records rollback or quarantine without source loss.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":64,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":63,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-064,CDB089,CDB089,CDB089,TASK-CDB089,Prove operator approval and manual decision provenance is mandatory for apply,src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB089,src/nu_plugin/crates/codedb_core/src/lib.rs;src/nu_plugin/crates/codedb/src/main.rs,src/nu_plugin/crates/codedb_core/**,cargo test -p codedb-core -p codedb,stdout:cdb089-stdout;stderr:cdb089-stderr,,verified,complete,review,Direct current-tree tests prove apply refuses incomplete operator decision provenance.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":65,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":64,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-065,CDB090,CDB090,CDB090,TASK-CDB090,Require all mandatory capability tests reproduction proof and full validation before reseal,src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB090,src/nu_plugin/scripts/validate_bidirectional_package.py;src/nu_plugin/scripts/validate_requirement_proof_ledger.py;src/nu_plugin/crates/codedb/src/main.rs;src/nu_plugin/manifests/PACKAGE_VALIDATION.json,src/nu_plugin/tests/test_requirement_proof_ledger.py,python3 scripts/validate_bidirectional_package.py --direct-evidence,stdout:cdb090-stdout;stderr:cdb090-stderr,,verified,complete,review,"All 21 bidirectional rows, all 140 direct-evidence rows, mandatory capability tests, reproduction proof, and the resealed manifest gate are complete; detached release attestation remains a separate clean-tree requirement.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":66,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":65,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-066,CDB106-AC01,CDB106,,,List every V1.1 requirement with source implementation direct tests and final command,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 1,src/nu_plugin/tests/test_requirement_proof_ledger.py,src/nu_plugin/tests/test_requirement_proof_ledger.py,python3 scripts/validate_requirement_proof_ledger.py --structure-only,stdout:cdb106-ac01-stdout;stderr:cdb106-ac01-stderr,,verified,complete,review,"Schema-4 detached proof executes the exact verification command and binds its typed evidence to the current FlexNetOS/nu_plugin commit, tree, ledger, and validator identities.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":67,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":66,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-067,CDB106-AC02,CDB106,,,Prove compiler-observed macro and proc-macro behavior without static overclaim,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 2,src/nu_plugin/crates/codedb_rust_static/**;src/nu_plugin/crates/codedb_build_capture/**,src/nu_plugin/crates/codedb_rust_static/**,cargo test -p codedb-rust-static -p codedb-build-capture,stdout:cdb106-ac02-stdout;stderr:cdb106-ac02-stderr,,verified,complete,review,CDB077 and CDB078 remain active,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":68,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":67,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-068,CDB106-AC03,CDB106,,,Prove approved build execution OUT_DIR provenance and redacted logs while defaults do not execute,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 3,src/nu_plugin/crates/codedb_build_capture/**;src/nu_plugin/fixtures/out_dir_generator/**,src/nu_plugin/crates/codedb_build_capture/**,cargo test -p codedb-build-capture,stdout:cdb106-ac03-stdout;stderr:cdb106-ac03-stderr,,verified,complete,review,CDB079 and CDB080 remain active,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":69,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":68,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-069,CDB106-AC04,CDB106,,,Capture pinned HIR MIR and rustdoc artifacts with exact toolchain context,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 4,src/nu_plugin/crates/codedb_rust_static/**,src/nu_plugin/crates/codedb_rust_static/**,cargo test -p codedb-rust-static,stdout:cdb106-ac04-stdout;stderr:cdb106-ac04-stderr;file:cdb106-ac04-hir:repository:logs/compiler-observed/macro_rules/hir.txt;file:cdb106-ac04-mir:repository:logs/compiler-observed/macro_rules/mir.txt;file:cdb106-ac04-rustdoc:repository:logs/compiler-observed/macro_rules/rustdoc_public_api.json;file:cdb106-ac04-resolution:repository:logs/compiler-observed/macro_rules/macro_resolution.rmeta;file:cdb106-ac04-summary:repository:logs/compiler-observed/SUMMARY.json,,verified,complete,review,Tracked HIR MIR rustdoc and binary resolution artifacts are pinned to the exact compiler toolchain context and verified by the broker suite.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":70,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":69,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-070,CDB106-AC05,CDB106,,,Prove identical end-to-end reproduction contract for redb and PostgreSQL with explicit DSN,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 5,src/nu_plugin/crates/codedb_store_redb/**;src/nu_plugin/crates/codedb_store_pg/**;src/nu_plugin/crates/codedb/**,src/nu_plugin/crates/codedb_store_pg/tests/**,cargo test -p codedb-store-redb -p codedb-store-pg -p codedb --all-features,stdout:cdb106-ac05-stdout;stderr:cdb106-ac05-stderr;file:cdb106-ac05-pg-receipt:repository:logs/receipts/cdb106-ac05-stdout.log,,verified,complete,review,"Schema-4 detached proof executes the exact verification command and binds its typed evidence to the current FlexNetOS/nu_plugin commit, tree, ledger, and validator identities.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":71,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":70,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-071,CDB106-AC06,CDB106,,,Expose bounded non-mutating CLI Nu and MCP operations with backend-neutral results and raw-source denial,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 6,src/nu_plugin/crates/codedb/**;src/nu_plugin/crates/nu_plugin_codedb/**;src/nu_plugin/crates/codedb_mcp/**,src/nu_plugin/tests/test_codex_bounded_bridge.nu,nu --no-config-file tests/test_codex_bounded_bridge.nu,stdout:cdb106-ac06-stdout;stderr:cdb106-ac06-stderr,,verified,complete,review,Current-head bounded Nu and MCP bridge proof verifies backend-neutral results and raw-source denial; redb and PostgreSQL parity are separately proven by CDB086 and CDB106-AC05,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":72,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":71,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-072,CDB106-AC07,CDB106,,,Reject path escapes unsafe symlinks and source-checkout mutation for every store,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 7,src/nu_plugin/crates/codedb_core/tests/materialization_paths.rs;src/nu_plugin/crates/codedb/src/main.rs,src/nu_plugin/tests/test_materialization_safety.py,python3 tests/test_materialization_safety.py,stdout:cdb106-ac07-stdout;stderr:cdb106-ac07-stderr,,verified,complete,review,Current-head materialization safety proof verifies path symlink and source-mutation guards across stores,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":73,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":72,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-073,CDB106-AC08,CDB106,,,Prove the former materialization fixture race is deterministic under repeated affected-crate runs,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 8,src/nu_plugin/crates/codedb/src/main.rs,src/nu_plugin/crates/codedb/**,cargo test -p codedb --all-features,stdout:cdb106-ac08-stdout;stderr:cdb106-ac08-stderr,,verified,complete,review,"Schema-4 detached proof executes the exact verification command and binds its typed evidence to the current FlexNetOS/nu_plugin commit, tree, ledger, and validator identities.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":74,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":73,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-074,CDB106-AC09,CDB106,,,Pass exact-tree affected-crate workspace-wide and CI-equivalent checks without generated mutation,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 9,src/nu_plugin/crates/**,src/nu_plugin/crates/**,cargo fmt --all --check && cargo clippy --workspace --all-targets --all-features && cargo test --workspace --all-features,stdout:cdb106-ac09-stdout;stderr:cdb106-ac09-stderr;file:cdb106-ac09-pg-receipt:repository:logs/receipts/cdb106-ac09-full-stdout.log,,verified,complete,review,"Schema-4 detached proof executes the exact verification command and binds its typed evidence to the current FlexNetOS/nu_plugin commit, tree, ledger, and validator identities.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":75,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":74,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-075,CDB106-AC10,CDB106,,,Keep GitKB evidence uncommitted and PR draft until every criterion has direct proof,gitkb:tasks/cdb106-mandatory-v1-1-completion,Acceptance criterion 10,src/nu_plugin/scripts/validate_requirement_proof_ledger.py,src/nu_plugin/tests/test_requirement_proof_ledger.py,python3 scripts/validate_requirement_proof_ledger.py --direct-evidence,stdout:cdb106-ac10-stdout;stderr:cdb106-ac10-stderr,,verified,complete,review,"Schema-4 detached proof executes the exact verification command and binds its typed evidence to the current FlexNetOS/nu_plugin commit, tree, ledger, and validator identities.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":76,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":75,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-076,REQ-061-NFR01,REQ-061,,,Implement target-root indirection and alias resolution without blind META_ROOT replacement,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 1,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr01-stdout;stderr:req-061-nfr01-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":77,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":76,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-077,REQ-061-NFR02,REQ-061,,,Require preview or plan before every mutation and require apply plus confirmation for destructive paths,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 2,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr02-stdout;stderr:req-061-nfr02-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":78,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":77,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-078,REQ-061-NFR03,REQ-061,,,Use a real deterministic persisted index backend behind a storage boundary,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 3,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr03-stdout;stderr:req-061-nfr03-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":79,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":78,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-079,REQ-061-NFR04,REQ-061,,,Detect running wrappers and stage atomic promotion or refuse unsafe process disturbance,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 4,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr04-stdout;stderr:req-061-nfr04-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":80,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":79,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-080,REQ-061-NFR05,REQ-061,,,Install new tools only through envctl managed component roots,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 5,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr05-stdout;stderr:req-061-nfr05-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":81,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":80,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-081,REQ-061-NFR06,REQ-061,,,Support stable deterministic JSON for every new agent query and refactor command,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 6,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr06-stdout;stderr:req-061-nfr06-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":82,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":81,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-082,REQ-061-NFR07,REQ-061,,,Share engine APIs between CLI and GUI instead of CLI-only behavior,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 7,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr07-stdout;stderr:req-061-nfr07-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":83,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":82,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-083,REQ-061-NFR08,REQ-061,,,Fail closed with backups atomic writes marker ownership and deterministic sorting,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 8,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr08-stdout;stderr:req-061-nfr08-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":84,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":83,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-084,REQ-061-NFR09,REQ-061,,,Build and test real code with fmt workspace tests and repository gates,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 9,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo fmt --manifest-path ../envctl/Cargo.toml --all --check && cargo test --manifest-path ../envctl/Cargo.toml --workspace,stdout:req-061-nfr09-stdout;stderr:req-061-nfr09-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":85,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":84,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-085,REQ-061-NFR10,REQ-061,,,Prevent C or FFI dependency regressions and componentize disallowed tools,https://github.com/FlexNetOS/envctl/issues/414,Non-negotiable constraint 10,src/envctl/ci/gates/no-c.sh;src/envctl/crates/engine/**,src/envctl/ci/gates/no-c.sh,cd ../envctl && bash ci/gates/no-c.sh,stdout:req-061-nfr10-stdout;stderr:req-061-nfr10-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":86,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":85,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-086,REQ-061-ARCH01,REQ-061,,,Implement a testable Rust-native db or catalog-mutation engine module,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 1,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch01-stdout;stderr:req-061-arch01-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":87,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":86,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-087,REQ-061-ARCH02,REQ-061,,,Implement typed multi-root kinds roles aliases profiles precedence and verifier status,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 2,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch02-stdout;stderr:req-061-arch02-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":88,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":87,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
REQUIREMENT-088,REQ-061-ARCH03,REQ-061,,,Index files with owner parser hash size generation protection mutation policy and timestamp fields,https://github.com/FlexNetOS/envctl/issues/414,Architecture section 3 file rows,src/envctl/crates/engine/**,src/envctl/crates/engine/tests/**,cargo test --manifest-path ../envctl/Cargo.toml -p envctl-engine,stdout:req-061-arch03-stdout;stderr:req-061-arch03-stderr,,verified,complete,review,Schema-4 detached proof binds this exact command to pinned FlexNetOS/envctl b62669c4e32c8de0407aa51ca3add94d529b50b6 and pinned loop_lib/meta_plugin_protocol dependencies; execution must pass without mutating any checkout.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":89,""path"":""execution/REQUIREMENT_PROOF_LEDGER.csv"",""record"":88,""sha256"":""a233412242c26d08cc9d99e3b9d321c015f68a878ab0f4d0ef41d828c0998232""}"
