record_id,correlation_id,work_order_id,timestamp_utc,source_cwd,workspace_cwd,source_repo,command,output_paths,exit_code,redaction,notes,executable,source
COMMAND-033,CDB087,TASK-CDB087,2026-07-02T19:47:15Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,refuse stale approved plans on source drift,src/nu_plugin/crates/codedb_core/src/lib.rs;src/nu_plugin/docs/GAP_CLOSURE_PLAN.md;src/nu_plugin/docs/CHANGE_PLAN_SCHEMA.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB087-source-drift-conflicts.log,0,no raw secrets recorded,Added SourceDrift apply-gate refusal and source_drift plan_conflicts row with stale-plan fixture proof.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":34,""path"":""execution/COMMAND_LEDGER.csv"",""record"":33,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-034,CDB088,TASK-CDB088,2026-07-02T19:49:30Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,record failed materialization and apply recovery rows,src/nu_plugin/crates/codedb_core/src/lib.rs;src/nu_plugin/docs/GAP_CLOSURE_PLAN.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB088-failed-apply-recovery.log,0,no raw secrets recorded,Added failed apply_attempts and recovered recovery_rows requiring a restored source snapshot match.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":35,""path"":""execution/COMMAND_LEDGER.csv"",""record"":34,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-035,CDB089,TASK-CDB089,2026-07-02T19:51:45Z,/home/flexnetos/FlexNetOS/src/nu_plugin-next-worktree,src/nu_plugin,FlexNetOS/nu_plugin,require operator decision provenance in apply gate,src/nu_plugin/crates/codedb_core/src/lib.rs;src/nu_plugin/docs/CHANGE_PLAN_SCHEMA.md;src/nu_plugin/docs/BIDIRECTIONAL_ARCHITECTURE.md;src/nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv;src/nu_plugin/logs/CDB089-approval-provenance.log,0,no raw secrets recorded,Added decided_at provenance and refused apply gates missing decision id actor timestamp or evidence references.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":36,""path"":""execution/COMMAND_LEDGER.csv"",""record"":35,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-036,CDB091,TASK-CDB091,2026-07-03T01:18:10Z,/home/flexnetos/FlexNetOS/src/nu_plugin,src/nu_plugin,nu_plugin,build issue-215 polyglot research and planning package,src/nu_plugin/docs/polyglot-import/README.md;src/nu_plugin/docs/polyglot-import/research-ledger.md;src/nu_plugin/docs/polyglot-import/language-import-surface.md;src/nu_plugin/docs/polyglot-import/polyglot-schema-extension.md;src/nu_plugin/docs/polyglot-import/parser-and-indexer-tooling-matrix.md;src/nu_plugin/docs/polyglot-import/package-manager-and-lockfile-matrix.md;src/nu_plugin/docs/polyglot-import/whole-repo-import-architecture.md;src/nu_plugin/docs/polyglot-import/single-binary-rust-crate-export.md;src/nu_plugin/docs/polyglot-import/proof-and-round-trip-gates.md;src/nu_plugin/docs/polyglot-import/security-and-execution-policy.md;src/nu_plugin/docs/polyglot-import/github-issue-delivery-plan.md;src/nu_plugin/docs/polyglot-import/open-questions.md;src/nu_plugin/prd/nu_plugin_codedb_v1_2_polyglot_import_prd.md,0,no raw secrets recorded,Planning-only documentation package for CDB091-CDB104.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":37,""path"":""execution/COMMAND_LEDGER.csv"",""record"":36,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-037,CDB105,TASK-CDB105,2026-07-03T01:18:10Z,/home/flexnetos/FlexNetOS/src/nu_plugin,src/nu_plugin,nu_plugin,update package navigation and handoff surfaces for polyglot planning lane,src/nu_plugin/NAVIGATION.md;src/nu_plugin/NAVIGATION.json;src/nu_plugin/DOC_GRAPH.md;src/nu_plugin/HANDOFF.md;src/nu_plugin/ACCEPTANCE.md;src/nu_plugin/READINESS_GATE.md;src/nu_plugin/STOP_CONDITIONS.md;src/nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv;src/nu_plugin/execution/POLYGLOT_TASK_FILE_MAP.csv;src/nu_plugin/execution/POLYGLOT_GITHUB_ISSUE_DRAFTS.md,0,no raw secrets recorded,Kept V1.1 implementation truth distinct from V1.2 planning status.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":38,""path"":""execution/COMMAND_LEDGER.csv"",""record"":37,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-038,CDB105,TASK-CDB105,2026-07-03T01:18:10Z,/home/flexnetos/FlexNetOS/src/nu_plugin,src/nu_plugin,nu_plugin,validate planning package surfaces,src/nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv;src/nu_plugin/execution/POLYGLOT_TASK_FILE_MAP.csv;src/nu_plugin/NAVIGATION.json,0,no raw secrets recorded,"Validated with git diff --check, Python CSV parsing, and JSON parsing.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":39,""path"":""execution/COMMAND_LEDGER.csv"",""record"":38,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-039,CDB105,TASK-CDB105,2026-07-03T01:18:10Z,/home/flexnetos/FlexNetOS/src/nu_plugin,src/nu_plugin,nu_plugin,reseal package truth surface after polyglot planning updates,src/nu_plugin/manifests/PACK_MANIFEST.json;src/nu_plugin/manifests/CHECKSUMS.sha256;src/nu_plugin/manifests/PACKAGE_VALIDATION.json,0,no raw secrets recorded,"Ran truth_surface.py --write, --check, and --check-source after planning-package updates.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":40,""path"":""execution/COMMAND_LEDGER.csv"",""record"":39,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-040,,,2026-07-11T20:55:25Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,cargo test --workspace --all-features with explicit disposable PostgreSQL 17 DSN,src/nu_plugin/logs/CDB106-mandatory-security-backend-proof-wave.log,0,PostgreSQL DSN omitted and no raw secrets recorded,All Rust tests passed including 13 live PostgreSQL differential migration and rollback tests.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":41,""path"":""execution/COMMAND_LEDGER.csv"",""record"":40,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-041,,,2026-07-11T20:55:25Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,nix develop ci dynamic Nu redb and PostgreSQL capture report materialize round trip,src/nu_plugin/logs/CDB106-mandatory-security-backend-proof-wave.log,0,PostgreSQL DSN omitted and no raw secrets recorded,Exact policy-authorized source bytes materialized from both dynamic backends.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":42,""path"":""execution/COMMAND_LEDGER.csv"",""record"":41,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-042,,,2026-07-11T20:55:25Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,cargo test workspace and clippy all targets all features,src/nu_plugin/logs/CDB106-mandatory-security-backend-proof-wave.log,0,no raw secrets recorded,Default workspace tests and all-feature warning-deny clippy passed.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":43,""path"":""execution/COMMAND_LEDGER.csv"",""record"":42,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-043,,,2026-07-11T20:55:25Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,run every tests/*.nu gate in Nix ci shell,src/nu_plugin/logs/CDB106-mandatory-security-backend-proof-wave.log,0,no raw secrets recorded,All 15 Nu behavior gates passed after the Nix TMPDIR sandbox regression repair.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":44,""path"":""execution/COMMAND_LEDGER.csv"",""record"":43,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-044,,,2026-07-11T20:55:25Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,python unittest discovery and executable task graph structure validation,src/nu_plugin/logs/CDB106-mandatory-security-backend-proof-wave.log,0,no raw secrets recorded,67 Python tests plus task graph and proof ledger structure gates passed.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":45,""path"":""execution/COMMAND_LEDGER.csv"",""record"":44,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-045,,,2026-07-11T20:55:25Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,python3 scripts/validate_task_graph.py --release,src/nu_plugin/logs/CDB106-mandatory-security-backend-proof-wave.log,1,no raw secrets recorded,Expected release blocker: mandatory graph and proof rows remain incomplete.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":46,""path"":""execution/COMMAND_LEDGER.csv"",""record"":45,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-046,,,2026-07-11T20:55:25Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,python3 scripts/validate_requirement_proof_ledger.py --direct-evidence,src/nu_plugin/logs/CDB106-mandatory-security-backend-proof-wave.log,1,no raw secrets recorded,Expected release blocker: 90 partial 50 missing and 140 empty proof artifact inventories remain.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":47,""path"":""execution/COMMAND_LEDGER.csv"",""record"":46,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-047,,,2026-07-12T18:39:05Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,run every nu_plugin ledger verification_command (cargo/nu suite); capture per-row receipts,src/nu_plugin/logs/receipts/_command_results.json,0,no raw secrets recorded,31 unique nu_plugin commands green; nix/pg/direct-evidence stay fail-closed as recorded.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":48,""path"":""execution/COMMAND_LEDGER.csv"",""record"":47,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-048,,,2026-07-12T18:39:05Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,cargo test --manifest-path ../envctl/Cargo.toml --workspace; -p envctl-engine; -p envctl,src/nu_plugin/logs/receipts/_command_results.json,0,no raw secrets recorded,envctl workspace 280 tests + engine + cli suites green (`-p engine` corrected to `-p envctl-engine`).,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":49,""path"":""execution/COMMAND_LEDGER.csv"",""record"":48,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-049,,,2026-07-12T18:39:05Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,cd ../envctl && bash ci/gates/no-c.sh,src/nu_plugin/logs/receipts/_command_results.json,0,no raw secrets recorded,Corrected cwd for the envctl no-C gate; green; 2 rows.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":50,""path"":""execution/COMMAND_LEDGER.csv"",""record"":49,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-050,,,2026-07-12T18:39:05Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,cargo run ... -p envctl -- db --repo-root ../envctl {symbols|widget refs|scan&&watch|refactor}/db deploy --kind hooks --json,src/nu_plugin/logs/receipts/_command_results.json,0,no raw secrets recorded,"7 db invocations corrected to current CLI contract; all rc=0 with real JSON; flipped REQ-061-CMD04/06/07/09/11, AC04/05.",false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":51,""path"":""execution/COMMAND_LEDGER.csv"",""record"":50,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-051,CDB046,TASK-CDB046,2026-07-12T18:39:05Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,cargo fmt --all --check && cargo clippy --workspace --all-targets --all-features && cargo test --workspace,src/nu_plugin/logs/receipts/_command_results.json,0,no raw secrets recorded,fmt gate fixed workspace-wide; full combo green; flipped to verified/complete.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":52,""path"":""execution/COMMAND_LEDGER.csv"",""record"":51,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-052,,,2026-07-12T18:39:05Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,cargo fmt ... && cargo clippy ... && cargo test --workspace --all-features,src/nu_plugin/logs/receipts/_command_results.json,101,no raw secrets recorded,13 codedb-store-pg parity tests need live PostgreSQL; left partial (pg residual).,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":53,""path"":""execution/COMMAND_LEDGER.csv"",""record"":52,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-053,CDB077,TASK-CDB077,2026-07-12T18:39:05Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,cargo test -p codedb (embeds BIDIRECTIONAL_TASK_GRAPH.csv; frozen active_task_count==14),src/nu_plugin/logs/receipts/_command_results.json,0,no raw secrets recorded,CDB077-089 commands green but kept active: completing them breaks this frozen codedb bin test (crates/ out of scope).,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":54,""path"":""execution/COMMAND_LEDGER.csv"",""record"":53,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-054,CDB090,TASK-CDB090,2026-07-12T18:39:05Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,python3 scripts/generate_requirement_proof_receipt.py --all-requirements --output <outside-repo>,src/nu_plugin/logs/receipts/_command_results.json,1,no raw secrets recorded,Refused 'proof checkout is not clean'; detached receipt needs one clean commit (forbidden this session).,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":55,""path"":""execution/COMMAND_LEDGER.csv"",""record"":54,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-055,,,2026-07-12T18:39:05Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,pytest (4 suites); validate_task_graph.py; validate_requirement_proof_ledger.py; validate_bidirectional_package.py; git diff --check,src/nu_plugin/logs/receipts/_command_results.json,0,no raw secrets recorded,pytest 50/23 subtests; structure PASSED; git diff --check clean; two release validators fail-closed by design.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":56,""path"":""execution/COMMAND_LEDGER.csv"",""record"":55,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-056,CDB086,TASK-CDB086,2026-07-12T18:57:06Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,"cargo test -p codedb-store-redb -p codedb-store-pg --features codedb-store-pg/pg-integration (live PG via nix, CODEDB_PG_CONN)",src/nu_plugin/logs/receipts/cdb086-live-pg-stdout.log,0,no raw secrets recorded,rc=0; verified/active (bidirectional row frozen active).,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":57,""path"":""execution/COMMAND_LEDGER.csv"",""record"":56,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-057,,,2026-07-12T18:57:06Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,cargo test -p codedb-store-redb -p codedb-store-pg -p codedb --all-features (live PG),src/nu_plugin/logs/receipts/cdb106-ac05-stdout.log,0,no raw secrets recorded,rc=0; verified/complete.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":58,""path"":""execution/COMMAND_LEDGER.csv"",""record"":57,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-058,,,2026-07-12T18:57:06Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,cargo fmt --all --check && cargo clippy --workspace --all-targets --all-features && cargo test --workspace --all-features (live PG),src/nu_plugin/logs/receipts/cdb106-ac09-full-stdout.log,0,no raw secrets recorded,rc=0 (245/0 all-feature tests); verified/complete.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":59,""path"":""execution/COMMAND_LEDGER.csv"",""record"":58,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-059,CDB068,TASK-CDB068,2026-07-12T21:03:01Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,add fail-closed task-control regression tests and run focused red/green loop,src/nu_plugin/logs/CDB068-csv-source-of-truth-repair.log,0,no raw secrets recorded,Four focused tests failed before implementation and all 15 task-graph validator tests passed after the repair.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":60,""path"":""execution/COMMAND_LEDGER.csv"",""record"":59,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-060,CDB068,TASK-CDB068,2026-07-12T21:03:01Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,normalize task graph evidence state remove ephemeral paths repair command CSV and regenerate Markdown projection,src/nu_plugin/logs/CDB068-csv-source-of-truth-repair.log,0,no raw secrets recorded,Structure validation passes; 66 complete rows bind evidence_files_present; 4 planned rows remain pending; command ledger has 60 valid records.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":61,""path"":""execution/COMMAND_LEDGER.csv"",""record"":60,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-061,CDB074,TASK-CDB074,2026-07-12T21:05:37Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,add reserved collision-free codedb-core fixture allocator and stress parallel lib tests 50 times,src/nu_plugin/logs/CDB074-isolated-worktree-patches.log,0,no raw secrets recorded,RED concurrency test reproduced 24 duplicate roots; GREEN 1250 tests passed across 50 default-parallel runs.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":62,""path"":""execution/COMMAND_LEDGER.csv"",""record"":61,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-062,CDB078,TASK-CDB078,2026-07-12T21:13:36Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,add hostile proc-macro log symlink regression and run codedb-build-capture tests,src/nu_plugin/logs/CDB078-proc-macro-gate.log,0,no raw secrets recorded,RED proved outside-file overwrite; GREEN 40 unit tests and 2 compile-fail doctests passed; task remains active pending production frontdoor.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":63,""path"":""execution/COMMAND_LEDGER.csv"",""record"":62,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-063,CDB078,TASK-CDB078,2026-07-12T21:19:47Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,prove external unsafe frontdoor fabrication then make dynamic entry symbols crate-private,src/nu_plugin/logs/CDB078-proc-macro-gate.log,0,no raw secrets recorded,RED compile-fail example compiled; GREEN 40 unit tests and 3 compile-fail doctests passed; public library remains refusal-only.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":64,""path"":""execution/COMMAND_LEDGER.csv"",""record"":63,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-064,CDB013,TASK-CDB013,2026-07-12T21:25:33Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,python3 -m unittest tests.test_workspace_manifest and cargo metadata --format-version 1 --no-deps,src/nu_plugin/logs/CDB013-workspace.log,0,no raw secrets recorded,Three direct tests and exact eleven-member Cargo metadata parity passed.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":65,""path"":""execution/COMMAND_LEDGER.csv"",""record"":64,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-065,CDB040,TASK-CDB040,2026-07-12T21:25:33Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,python3 -m unittest tests.test_integration_contracts and python3 scripts/validate_integration_contracts.py,src/nu_plugin/logs/CDB040-tooling.log,0,no raw secrets recorded,Nine positive and negative tests plus the live integration contract validator passed.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":66,""path"":""execution/COMMAND_LEDGER.csv"",""record"":65,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-066,CDB050,TASK-CDB050,2026-07-12T21:25:33Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,python3 -m unittest tests.test_runtime_tool_contract and Nix runtime smoke and active frontdoor checks,src/nu_plugin/logs/CDB050-runtime-tool.log,0,no raw secrets recorded,Three tests Nix smoke codedb 0.1.0 and executable Nu plugin frontdoor passed without profile mutation.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":67,""path"":""execution/COMMAND_LEDGER.csv"",""record"":66,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-067,CDB041,TASK-CDB041,2026-07-12T22:42:14Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,Bun primary-registry latest recheck frozen install import smoke and full CodeDB online Node capture,src/nu_plugin/logs/CDB041-online-node-source.log,0,no raw secrets recorded,Ten first-party latest versions match the lock; 20381 exact blobs and 81182690 bytes plus 27 checksum-bound Bun .bin symlinks captured; zero capture gaps; representative symlink replay passed.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":68,""path"":""execution/COMMAND_LEDGER.csv"",""record"":67,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-068,CDB046,TASK-CDB046,2026-07-12T22:42:14Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,fmt deny-warnings clippy workspace Rust Python Nu doctor PostgreSQL and task-structure validation,src/nu_plugin/logs/CDB046-validation.log,0,no raw secrets recorded,Rust workspace green; 88 Python tests; 15 Nu scripts; 13 live PostgreSQL cases; all doctor scopes explicit.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":69,""path"":""execution/COMMAND_LEDGER.csv"",""record"":68,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-069,CDB077,TASK-CDB077,2026-07-12T22:42:14Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,cargo test compiler production CLI and codedb-rust-static evidence suites,src/nu_plugin/logs/compiler-observed/SUMMARY.json,0,no raw secrets recorded,Compiler expansion hygiene HIR MIR rustdoc pins drift semantics refusal and source immutability proven.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":70,""path"":""execution/COMMAND_LEDGER.csv"",""record"":69,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-070,CDB078,TASK-CDB078,2026-07-12T22:42:14Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,cargo test build capture production CLI and approved frontdoor suites,src/nu_plugin/logs/CDB078-proc-macro-gate.log,0,no raw secrets recorded,Proc-macro build-script OUT_DIR reproduction and native-link approval provenance proven through production frontdoors.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":71,""path"":""execution/COMMAND_LEDGER.csv"",""record"":70,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-071,CDB081,TASK-CDB081,2026-07-12T22:42:14Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,cargo test -p codedb-core --test materialization_paths,src/nu_plugin/logs/CDB081-symlink-platform-materialization.log,0,no raw secrets recorded,Ten descriptor-relative no-follow durable no-replace symlink and fallback cases passed.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":72,""path"":""execution/COMMAND_LEDGER.csv"",""record"":71,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
COMMAND-072,CDB083,TASK-CDB083,2026-07-12T22:42:14Z,/home/flexnetos/meta/src/nu_plugin,src/nu_plugin,FlexNetOS/nu_plugin,cargo MCP tests and Nu no-leak protocol suite,src/nu_plugin/logs/CDB083-mcp-raw-source-block.log,0,no raw secrets recorded,Raw source and blob reads remain bounded denied and sentinel-safe.,false,"{""commit"":""c84740532ded2a27ee283ea7a3a5f303eaeb61a7"",""csv_row"":73,""path"":""execution/COMMAND_LEDGER.csv"",""record"":72,""sha256"":""e230d1c64568e8642429f7198e97fd22c86025bdc3f14f694a9e7e784e405991""}"
