source_table,task_id,prior_status,prior_claim,classification,proof_class,evidence_uri,canonical_lifeos_owner,note
envctl/migration-package/issue-414/task_graph.csv,REQ-050_DB_MODULE_SCAFFOLD,pending,Scaffold engine db mutation modules,proven-capability,product-proof,"envctl/crates/{cli,gui,engine}/** (db*.rs); .handoff/loop/loop_state.md (PRs #469-472 merged)",lifeos envctl-db code-graph surface (GH#414),Issue-414 CSV says 'pending' but underlying work MERGED via PRs #469-#472 (loop_state); resolved by product evidence: engine db.rs/db_query.rs/db_refactor.rs modules exist+tested.
envctl/migration-package/issue-414/task_graph.csv,REQ-051_MULTI_ROOT_MODEL,pending,Multi-root target model (META_ROOT + LIFE_OS_ROOT),proven-capability,product-proof,"envctl/crates/{cli,gui,engine}/** (db*.rs); .handoff/loop/loop_state.md (PRs #469-472 merged)",lifeos envctl-db code-graph surface (GH#414),Issue-414 CSV says 'pending' but underlying work MERGED via PRs #469-#472 (loop_state); resolved by product evidence: db_roots + root-meta/root-lifeos presets; multi-root held simultaneously.
envctl/migration-package/issue-414/task_graph.csv,REQ-052_FILE_INDEX,pending,Scalable file index (DbFileRow),proven-capability,product-proof,"envctl/crates/{cli,gui,engine}/** (db*.rs); .handoff/loop/loop_state.md (PRs #469-472 merged)",lifeos envctl-db code-graph surface (GH#414),Issue-414 CSV says 'pending' but underlying work MERGED via PRs #469-#472 (loop_state); resolved by product evidence: DbFileRow file index in db.rs (6 tests).
envctl/migration-package/issue-414/task_graph.csv,REQ-053_SYMBOL_INDEX,pending,Symbol + occurrence index (DbSymbolRow/DbOccurrenceRow),partial,product-partial,"envctl/crates/{cli,gui,engine}/** (db*.rs); .handoff/loop/loop_state.md (PRs #469-472 merged)",lifeos envctl-db code-graph surface (GH#414),"Issue-414 CSV says 'pending' but underlying work MERGED via PRs #469-#472 (loop_state); resolved by product evidence: db_symbols.rs engine-only, unwired to CLI, and NOT syn-based per ARCH09."
envctl/migration-package/issue-414/task_graph.csv,REQ-054_QUERY_SURFACE,pending,Deterministic query surface + presets,proven-capability,product-proof,"envctl/crates/{cli,gui,engine}/** (db*.rs); .handoff/loop/loop_state.md (PRs #469-472 merged)",lifeos envctl-db code-graph surface (GH#414),Issue-414 CSV says 'pending' but underlying work MERGED via PRs #469-#472 (loop_state); resolved by product evidence: db_query.rs deterministic presets; db_parity.rs proves CLI==GUI JSON.
envctl/migration-package/issue-414/task_graph.csv,REQ-055_ROOT_ALIAS_REFACTOR,pending,Root-alias refactor planner (plan/render/apply),proven-capability,product-proof,"envctl/crates/{cli,gui,engine}/** (db*.rs); .handoff/loop/loop_state.md (PRs #469-472 merged)",lifeos envctl-db code-graph surface (GH#414),Issue-414 CSV says 'pending' but underlying work MERGED via PRs #469-#472 (loop_state); resolved by product evidence: db_refactor.rs plan/render/apply with R3 confirm+approve fail-closed gate (4 tests).
envctl/migration-package/issue-414/task_graph.csv,REQ-056_DEPLOY_AUTOMATION,pending,Safe hook/deploy automation (plan/apply),partial,product-partial,"envctl/crates/{cli,gui,engine}/** (db*.rs); .handoff/loop/loop_state.md (PRs #469-472 merged)",lifeos envctl-db code-graph surface (GH#414),"Issue-414 CSV says 'pending' but underlying work MERGED via PRs #469-#472 (loop_state); resolved by product evidence: db_deploy.rs engine (plan/apply/ProcRunningProbe, 3 tests) exists but NO CLI wiring/integration proof."
envctl/migration-package/issue-414/task_graph.csv,REQ-057_WATCH_INCREMENTAL,pending,Incremental index invalidation (watch),partial,product-partial,"envctl/crates/{cli,gui,engine}/** (db*.rs); .handoff/loop/loop_state.md (PRs #469-472 merged)",lifeos envctl-db code-graph surface (GH#414),"Issue-414 CSV says 'pending' but underlying work MERGED via PRs #469-#472 (loop_state); resolved by product evidence: db_watch.rs engine (WatchState, 2 tests) exists but unwired; DbSnapshot rescans per invocation."
envctl/migration-package/issue-414/task_graph.csv,REQ-058_AGENT_JSON_CONTRACT,pending,Stable agent --json contract,proven-capability,product-proof,"envctl/crates/{cli,gui,engine}/** (db*.rs); .handoff/loop/loop_state.md (PRs #469-472 merged)",lifeos envctl-db code-graph surface (GH#414),Issue-414 CSV says 'pending' but underlying work MERGED via PRs #469-#472 (loop_state); resolved by product evidence: Stable --json agent contract; deterministic output tested.
envctl/migration-package/issue-414/task_graph.csv,REQ-059_CLI_GUI_SHARED_ENGINE,pending,CLI + GUI share engine APIs,proven-capability,product-proof,"envctl/crates/{cli,gui,engine}/** (db*.rs); .handoff/loop/loop_state.md (PRs #469-472 merged)",lifeos envctl-db code-graph surface (GH#414),"Issue-414 CSV says 'pending' but underlying work MERGED via PRs #469-#472 (loop_state); resolved by product evidence: crates/engine/tests/db_parity.rs proves identical CLI/GUI entry points, fail-closed."
envctl/migration-package/issue-414/task_graph.csv,REQ-060_NOC_GATES_TESTS,pending,No-C gates + fmt/test/CI,partial,product-partial,"envctl/crates/{cli,gui,engine}/** (db*.rs); .handoff/loop/loop_state.md (PRs #469-472 merged)",lifeos envctl-db code-graph surface (GH#414),Issue-414 CSV says 'pending' but underlying work MERGED via PRs #469-#472 (loop_state); resolved by product evidence: ci/gates/no-c.sh + fmt/test gates exist but no current-head run receipt bound.
envctl/migration-package/issue-414/task_graph.csv,REQ-061_NU_PLUGIN_DB_SURFACE,pending,nu_plugin visuals for db query/refactor/deploy,partial,product-partial,"envctl/crates/{cli,gui,engine}/** (db*.rs); .handoff/loop/loop_state.md (PRs #469-472 merged)",lifeos envctl-db code-graph surface (GH#414),Issue-414 CSV says 'pending' but underlying work MERGED via PRs #469-#472 (loop_state); resolved by product evidence: nu_plugin bridge (codedb envctl-db roots/query/refactor) exists; full surface is 22 impl / 12 unwired / 31 absent per REQUIREMENT_PROOF_LEDGER REQ-061-* split.
envctl/.handoff/tasks,TASK-0001,done,Build & install the hf kernel binary from meta/handoff,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0001.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0002,done,Seed envctl .handoff Tier-A via hf (JSONL + rendered text; binary cache ignored),proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0002.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0003,done,Land the p7-conformance CI gate (schema tags + ledger residency),proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0003.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0004,done,Wire META_ROOT/META_FILE into the env Claude inherits,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0004.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0005,done,Heal 3 hardcoded home/.claude/settings.json refs via $META_ROOT templating,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0005.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0006,done,Point global kasetto.yaml mcps at in-meta agent-skills; genericize shell hardcod,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0006.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0007,done,envctl doctor boundary-refusal on out-of-meta FlexNetOS install; idempotent ~/.l,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0007.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0008,done,Relocate meta-mcp into meta/meta_mcp (first proof of the relocation procedure),proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0008.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0009,done,Relocate kasetto + kst (BLOCKED: superseded by Epic C built-in absorption),proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0009.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0010,done,Relocate rtk + rtk-monitor (human-supervised; symlink into meta),proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0010.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0011,done,Refresh docs/KASETTO-FEATURES.md to v3.2.0 (verb/schema inventory),proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0011.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0012,done,"New pure-Rust crate crates/agent-env (6-key+extends model, multi-host resolver, ",proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0012.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0013,done,Engine agent_env module + methods + Events (agent_sync/add/remove/lock),proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0013.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0014,done,"CLI verbs envctl agent {sync,add,remove,lock,list,clean} + GUI parity",proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0014.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0015,done,Provisioning fidelity — verbatim skill copy; 5 command-format + 4 MCP-merge addi,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0015.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0016,done,Lock unification — fold agent assets into envctl.lock (SHA-256 section),proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0016.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0017,done,Adopt kasetto extends config composition for envctl component manifests,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0017.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0018,done,Retire the external kasetto binary dependency (after no-downgrade checklist pass,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0018.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0019,done,fix-secretd: U1 USB-unlock path needs a real RealUsbProbe,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0019.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0020,done,github-app-mint: expose provider-github ProviderMint via secretd+secretctl (froz,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0020.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0021,done,"node-via-bun manifest follow-up: node not-applicable when real node present, or ",proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0021.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0022,done,agent-web-access Phases 2-3 (Phase 1 n8n-mcp+kasetto wiring merged; live smoke i,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0022.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0023,done,develop->master auto-sync GitHub Action + master branch protection,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0023.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0024,done,hf sync .kb GO-LIVE in Stop/PreCompact hook (one-way ledger->kb at $META_ROOT),proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0024.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0025,done,CI required checks on develop (rustfmt/clippy/test/gates) so auto-merge fails cl,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0025.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0026,done,secretctl github-app enroll + Vault.SetGithubAppId RPC (seal broker-only App PEM,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0026.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0027,done,DELETE /installation/token early-revoke (RevokeGithubToken RPC + secretctl githu,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0027.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0028,done,GUI mint-github / relay-mint / revoke parity in envctl-gui (subprocess-secretctl,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0028.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0029,done,portability-links.toml branch fork reconcile (usrlocal-script-links develop/mast,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0029.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0030,done,F6: bounded DPoP jti replay store (JtiReplayStore::check_and_record),proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0030.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0031-PR2,done,F2 hardening: NonceStore + AdmissionLimiter + body caps/timeouts + opt-in mTLS,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0031-PR2.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0031-PR2C,done,Parse PROXY-protocol header to key per-IP shed on real client IP behind an L4 fr,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0031-PR2C.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0031,done,F2: in-process TLS-terminating HTTPS+DPoP/EKM relay-edge listener (PR-1),proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0031.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0032,done,F5: streaming-revocation tear-down (relay_stream_authorized + Broker::peek + edg,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0032.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0033,done,VPS Profile B (BLOCKED owner-gated): F7 install gate + F8/OI-SM-2 authorizer + O,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0033.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0034,done,"Hardening tail: F10 tonic pin + cargo-audit CI, F11 MSRV check, F18 audit-fsync",proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0034.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0035,done,"secretd gRPC surface gaps: Vault List/Rm/Rotate, Relay Create/List, Audit Query,",proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0035.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0036,done,secretd in-process mlockall(MCL_CURRENT|MCL_FUTURE) in harden_process(),proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0036.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0037,done,Phase-7 verify-don't-rebuild: confirm secrets verbs on envctl + install secretd ,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0037.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0038,done,secretd Certs.* service + non-mitm ca_issue + secretctl ca (deferred from TASK-0,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0038.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0039,done,remote-clients-CA lifecycle: mint/<=7d-leaf/renew/revoke + revocation-set propag,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0039.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0041,done,"ci/gates/loop-state.sh loop-counter integrity gate (+hermetic test, ci.yml)",proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0041.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0042,done,Drain proposed-upgrades.md into backlog as fail-closed wrap-up step 3b,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0042.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0043,done,Phase-3.5 runtime-verify: wire the verify skill into the guardian gate (run the ,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0043.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0044,done,Pick-time dependency authority via the hf kernel: mint envctl backlog into fleet,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0044.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0045,done,session-relay-resume step 4d: fail-closed in-flight [~] re-poll/promote sweep,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0045.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0046,done,"Symbol-grain completeness Unit ledger (architect emits, guardian verifies presen",proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0046.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0047,done,Pre-DONE left-behind sweep: independent re-derivation -> INCONCLUSIVE/NEEDS-HUMA,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0047.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0048,done,A2 cross-repo merge atomicity all-green barrier (arm auto-merge only after all r,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0048.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0049,done,Cross-repo impact map (git-kb callers/callees/impact) before A2 grit locks,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0049.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0050,done,Bidirectional don't-regress-the-destination behavioral baseline in A2,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0050.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0051,done,Behavioral-branch coverage in the guardian (exercise every refusal/error branch ,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0051.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0052,done,Full eject/package forge-loop into harness_hub (packaged-harness shape; doctrine,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0052.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0053,done,Route verified GitHub transport doctrine into envctl,proven-capability,merged-product-proof,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0053.task.json,lifeos envctl consolidation history,Handoff loop task done; delivered via merged PR (e.g. TASK-0033 -> PR#207).
envctl/.handoff/tasks,TASK-0078,backlog,Upgrade migration/adoption engine to typed parity-proven v2,pending,none,/home/flexnetos/meta/src/envctl/.handoff/tasks/TASK-0078.task.json,lifeos envctl consolidation history,Handoff backlog item; not started.
envctl/.handoff/loop/loop_state.md,TASK-0089,[!] blocked-by-operator-freeze,R4 RuvLTRA calibration (ADR-0004 merge gate for codex-ruvltra-router),pending,runtime-blocked,envctl/.handoff/loop/loop_state.md,lifeos ruvector router (deferred),BLOCKED per RECOVERY-003 gate: deliverable verified (T4 GREEN) but blocked-by-operator-freeze of meta-ruvector (#103 disarmed). Stays blocked; do NOT auto-close.
