source_table,task_id,prior_status,prior_claim,classification,evidence_uri,canonical_lifeos_owner,note
nu_plugin/execution/TASK_GRAPH.csv,CDB057,planned,Add no-real-HOME plugin registration test,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB058,planned,Add Yazelix launch smoke with CodeDB disabled,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB059,planned,Add Yazelix launch smoke with CodeDB enabled,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB060,planned,Add plugin stderr/trace secret-leak guard,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB061,planned,Add redb lock/plugin-GC behavior test,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB062,planned,Add Codex bounded CLI/MCP invocation smoke,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB063,planned,Add envctl table rows for CodeDB runtime integration,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB064,complete,Verify ZIP extraction proof before construction,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB065,complete,Upgrade controlled task graph table and Markdown projection,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB066,complete,Complete checklist evidence map,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB067,complete,Validate and seal final execution package,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB068,complete,Repair TASK_GRAPH CSV source-of-truth file linkage,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/TASK_GRAPH.csv,CDB069,complete,Complete audit upgrade hardening without downgrades,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested; CSV status stale. Scout-verified against crates/logs.
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB070,complete,Evidence audit and drift repair,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB071,complete,Read-only foundation hardening,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB072,complete,Lossless round-trip artifact generation,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB073,complete,Change-plan graph without apply,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB074,complete,Patch generation into isolated worktrees,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB075,complete,Operator-approved apply gate,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB076,complete,Bidirectional sync semantics,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB077,active,Macro expansion beyond static inventory,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB078,active,Proc-macro execution gate,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB079,active,Build-script execution gate,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB080,active,Generated OUT_DIR artifact reproduction,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB081,active,Symlink and platform materialization limits,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB082,active,Native and linker dynamic facts,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB083,active,MCP raw source and blob reads blocked,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB084,active,Stable anonymous and unstable syntax identity,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB085,active,Semantic and public API hashing,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB086,active,Store migrations and schema evolution,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB087,active,Source drift versus stored plans,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB088,active,Failed materialization and apply recovery,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB089,active,Operator approval and manual decision provenance,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),"Code+tests done and green at HEAD; open work is evidence-process closure (receipt/ledger/WORKLOG), not engineering."
nu_plugin/execution/BIDIRECTIONAL_TASK_GRAPH.csv,CDB090,active,Final bidirectional release gate and manifest reseal,pending,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/docs/RELEASE_GATE.md; nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Final release gate blocked: validate_bidirectional_package.py exits 1 on 140 unverified ledger rows + uncommitted worktree diff.
nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv,CDB091,complete,Research current polyglot parsing/indexing/tooling landscape,planning-only,nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv (V1.2 import planning: research/design/fixture-plan/prototype rows),lifeos codedb polyglot roadmap (defer to post-STORE-001),"Proven planning artifact only: 'complete' means the V1.2 polyglot-import PLAN row is authored, not shipped product."
nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv,CDB092,complete,Design polyglot schema extension,planning-only,nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv (V1.2 import planning: research/design/fixture-plan/prototype rows),lifeos codedb polyglot roadmap (defer to post-STORE-001),"Proven planning artifact only: 'complete' means the V1.2 polyglot-import PLAN row is authored, not shipped product."
nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv,CDB093,complete,Implement language detection and package marker inventory,planning-only,nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv (V1.2 import planning: research/design/fixture-plan/prototype rows),lifeos codedb polyglot roadmap (defer to post-STORE-001),"Proven planning artifact only: 'complete' means the V1.2 polyglot-import PLAN row is authored, not shipped product."
nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv,CDB094,complete,Implement raw whole-repo byte/blob import fixtures,planning-only,nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv (V1.2 import planning: research/design/fixture-plan/prototype rows),lifeos codedb polyglot roadmap (defer to post-STORE-001),"Proven planning artifact only: 'complete' means the V1.2 polyglot-import PLAN row is authored, not shipped product."
nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv,CDB095,complete,Add Tree-sitter/ast-grep parser-backed summary prototype,planning-only,nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv (V1.2 import planning: research/design/fixture-plan/prototype rows),lifeos codedb polyglot roadmap (defer to post-STORE-001),"Proven planning artifact only: 'complete' means the V1.2 polyglot-import PLAN row is authored, not shipped product."
nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv,CDB096,complete,Add Python import surface fixture plan,planning-only,nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv (V1.2 import planning: research/design/fixture-plan/prototype rows),lifeos codedb polyglot roadmap (defer to post-STORE-001),"Proven planning artifact only: 'complete' means the V1.2 polyglot-import PLAN row is authored, not shipped product."
nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv,CDB097,complete,Add Ruby import surface fixture plan,planning-only,nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv (V1.2 import planning: research/design/fixture-plan/prototype rows),lifeos codedb polyglot roadmap (defer to post-STORE-001),"Proven planning artifact only: 'complete' means the V1.2 polyglot-import PLAN row is authored, not shipped product."
nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv,CDB098,complete,Add TypeScript/JavaScript import surface fixture plan,planning-only,nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv (V1.2 import planning: research/design/fixture-plan/prototype rows),lifeos codedb polyglot roadmap (defer to post-STORE-001),"Proven planning artifact only: 'complete' means the V1.2 polyglot-import PLAN row is authored, not shipped product."
nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv,CDB099,complete,Add Go/Shell/Nix/config import surface fixture plan,planning-only,nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv (V1.2 import planning: research/design/fixture-plan/prototype rows),lifeos codedb polyglot roadmap (defer to post-STORE-001),"Proven planning artifact only: 'complete' means the V1.2 polyglot-import PLAN row is authored, not shipped product."
nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv,CDB100,complete,Design single-binary Rust export crate generator,planning-only,nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv (V1.2 import planning: research/design/fixture-plan/prototype rows),lifeos codedb polyglot roadmap (defer to post-STORE-001),"Proven planning artifact only: 'complete' means the V1.2 polyglot-import PLAN row is authored, not shipped product."
nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv,CDB101,complete,Prototype generated export crate verify/list/materialize commands,planning-only,nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv (V1.2 import planning: research/design/fixture-plan/prototype rows),lifeos codedb polyglot roadmap (defer to post-STORE-001),"Proven planning artifact only: 'complete' means the V1.2 polyglot-import PLAN row is authored, not shipped product."
nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv,CDB102,complete,Add proof gates for DB import -> crate export -> materialize round trip,planning-only,nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv (V1.2 import planning: research/design/fixture-plan/prototype rows),lifeos codedb polyglot roadmap (defer to post-STORE-001),"Proven planning artifact only: 'complete' means the V1.2 polyglot-import PLAN row is authored, not shipped product."
nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv,CDB103,complete,Add bounded Nu/CLI/MCP polyglot views,planning-only,nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv (V1.2 import planning: research/design/fixture-plan/prototype rows),lifeos codedb polyglot roadmap (defer to post-STORE-001),"Proven planning artifact only: 'complete' means the V1.2 polyglot-import PLAN row is authored, not shipped product."
nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv,CDB104,complete,Add security/no-script-execution/no-credential-leak gates,planning-only,nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv (V1.2 import planning: research/design/fixture-plan/prototype rows),lifeos codedb polyglot roadmap (defer to post-STORE-001),"Proven planning artifact only: 'complete' means the V1.2 polyglot-import PLAN row is authored, not shipped product."
nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv,CDB105,complete,Release/readiness gate for polyglot import V1.2 planning,planning-only,nu_plugin/execution/POLYGLOT_TASK_GRAPH.csv (V1.2 import planning: research/design/fixture-plan/prototype rows),lifeos codedb polyglot roadmap (defer to post-STORE-001),"Proven planning artifact only: 'complete' means the V1.2 polyglot-import PLAN row is authored, not shipped product."
nu_plugin/execution/REQUIREMENT_PROOF_LEDGER.csv,CDB013,partial/planned,Create Rust workspace skeleton and make cargo metadata succeed,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/tests/*.nu (15 gates); nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested at HEAD (CDB106 wave green); gap is purely evidence binding (empty proof_artifacts/proof_head_sha). No engineering remaining.
nu_plugin/execution/REQUIREMENT_PROOF_LEDGER.csv,CDB014,partial/planned,Implement codedb-core schemas and pass unit tests,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/tests/*.nu (15 gates); nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested at HEAD (CDB106 wave green); gap is purely evidence binding (empty proof_artifacts/proof_head_sha). No engineering remaining.
nu_plugin/execution/REQUIREMENT_PROOF_LEDGER.csv,CDB015,partial/planned,Implement redb store initialization and metadata,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/tests/*.nu (15 gates); nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested at HEAD (CDB106 wave green); gap is purely evidence binding (empty proof_artifacts/proof_head_sha). No engineering remaining.
nu_plugin/execution/REQUIREMENT_PROOF_LEDGER.csv,CDB016,partial/planned,Implement redb schema version locks backup and restore,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/tests/*.nu (15 gates); nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested at HEAD (CDB106 wave green); gap is purely evidence binding (empty proof_artifacts/proof_head_sha). No engineering remaining.
nu_plugin/execution/REQUIREMENT_PROOF_LEDGER.csv,CDB017,partial/planned,Implement deterministic filesystem scanner rows,proven-capability,"nu_plugin/crates/{codedb_core,codedb_store_redb,codedb_store_pg,codedb_mcp,codedb_build_capture,codedb_rust_static,codedb_cargo,codedb_context,nu_plugin_codedb}; nu_plugin/tests/*.nu (15 gates); nu_plugin/logs/CDB*.log + logs/CDB106-mandatory-security-backend-proof-wave.log (2026-07-11 PASS)",lifeos codedb store family (held for STORE-001),Implemented+tested at HEAD (CDB106 wave green); gap is purely evidence binding (empty proof_artifacts/proof_head_sha). No engineering remaining.
